City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Wejherowo,PL,54.6057,18.2356,64.83,90,94,6.58,overcast clouds
345,Melo,UY,-32.3667,-54.1833,38.26,72,3,12.84,clear sky
346,Hamilton,US,39.1834,-84.5333,75.78,85,1,0.0,clear sky
347,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.3,75,1,12.64,clear sky
348,Nanga Eboko,CM,4.6833,12.3667,66.51,94,100,3.85,overcast clouds
349,Portland,US,45.5234,-122.6762,80.53,49,20,1.01,few clouds
350,Saint-Joseph,RE,-21.3667,55.6167,66.58,86,59,17.13,light rain
351,Sarajevo,BA,43.8486,18.3564,64.31,77,0,2.3,clear sky
352,Roald,NO,62.5833,6.1333,67.15,94,90,1.14,overcast clouds
353,Rovaniemi,FI,66.5,25.7167,63.81,67,0,6.91,clear sky
354,Loandjili,CG,-4.7561,11.8578,72.75,87,42,5.3,scattered clouds
355,Macapa,BR,0.0389,-51.0664,78.78,94,0,3.44,clear sky
356,Alta Floresta,BR,-9.8756,-56.0861,71.04,46,2,3.56,clear sky
357,Baruun-Urt,MN,46.6806,113.2792,81.64,35,26,9.44,scattered clouds
358,Lovington,US,32.944,-103.3485,83.03,44,37,15.57,scattered clouds
359,Chulym,RU,55.0997,80.9572,61.48,61,100,4.18,overcast clouds
360,Tezu,IN,27.9167,96.1667,93.54,52,64,2.93,broken clouds
361,Bengkulu,ID,-3.8004,102.2655,84.42,61,58,5.95,broken clouds
362,Kingman,US,35.1894,-114.053,91.02,26,50,1.99,scattered clouds
363,Coari,BR,-4.085,-63.1414,76.86,59,27,3.67,scattered clouds
364,Susuman,RU,62.7833,148.1667,52.61,49,98,18.07,overcast clouds
365,Vidalia,US,32.2177,-82.4135,79.29,94,90,0.0,moderate rain
366,Sur,OM,22.5667,59.5289,97.81,42,100,14.32,overcast clouds
367,Dongsheng,CN,39.8161,109.9776,76.96,37,100,2.1,light rain
368,Chissamba,AO,-12.1667,17.3333,50.32,41,69,2.98,broken clouds
369,Necochea,AR,-38.5473,-58.7368,43.03,68,100,22.95,light rain
370,Ust-Maya,RU,60.4167,134.5333,76.21,38,23,7.9,few clouds
371,Jining,CN,35.405,116.5814,72.54,92,100,19.35,moderate rain
372,Diu,IN,20.7141,70.9822,82.24,83,100,21.25,overcast clouds
373,Ulaanbaatar,MN,47.9077,106.8832,75.33,38,40,11.18,scattered clouds
374,Ortakoy,TR,38.7373,34.0387,62.85,60,0,9.46,clear sky
375,Asyut,EG,27.181,31.1837,78.85,43,1,10.27,clear sky
376,Kampene,CD,-3.6,26.6667,70.0,52,92,1.74,overcast clouds
377,Nemuro,JP,43.3236,145.575,68.54,88,22,10.8,few clouds
378,Amazar,RU,53.858,120.875,63.09,97,100,2.01,light rain
379,Bundaberg,AU,-24.85,152.35,77.29,47,98,16.11,overcast clouds
380,Yeppoon,AU,-23.1333,150.7333,78.58,59,64,11.23,broken clouds
381,Faanui,PF,-16.4833,-151.75,77.45,76,71,7.92,light rain
382,Alvorada,BR,-12.48,-49.1247,70.54,38,1,1.79,clear sky
383,Haines Junction,CA,60.7522,-137.5108,56.5,65,42,6.53,scattered clouds
384,Panna,IN,24.7167,80.2,76.21,90,100,10.02,overcast clouds
385,Kemi,FI,65.8596,24.8228,62.37,82,20,2.3,few clouds
386,Shirvan,AZ,39.9509,48.8994,84.72,36,34,12.35,scattered clouds
387,Biak,ID,-0.9131,122.8766,83.37,68,79,5.93,broken clouds
388,North Myrtle Beach,US,33.816,-78.68,83.05,92,75,1.99,broken clouds
389,Ulaangom,MN,49.9811,92.0667,73.9,41,0,10.16,clear sky
390,Vardo,NO,70.3705,31.1107,48.4,85,95,13.58,overcast clouds
391,Adeje,ES,28.1227,-16.726,70.93,71,40,6.91,scattered clouds
392,Zhezkazgan,KZ,47.8043,67.7144,73.51,28,2,10.71,clear sky
393,Mamallapuram,IN,12.6264,80.1722,89.65,52,100,15.5,overcast clouds
394,Abonnema,NG,4.7084,6.7931,72.81,88,73,4.0,broken clouds
395,Urumqi,CN,43.801,87.6005,81.55,34,0,11.18,clear sky
396,Batticaloa,LK,7.7102,81.6924,86.32,56,100,4.25,overcast clouds
397,Floro,NO,61.5996,5.0328,66.27,100,90,5.75,light rain
398,Byron Bay,AU,-28.65,153.6167,75.31,51,8,16.22,clear sky
399,Xining,CN,36.6167,101.7667,68.65,42,33,3.02,scattered clouds
400,Ballina,AU,-28.8667,153.5667,75.38,48,15,10.74,few clouds
401,Tautira,PF,-17.7333,-149.15,78.82,70,79,7.87,broken clouds
402,Doha,QA,25.2867,51.5333,96.78,63,100,4.61,haze
403,Thap Than,TH,15.4606,99.8917,87.49,59,98,4.99,light rain
404,Sinnamary,GF,5.3833,-52.95,77.23,88,7,7.83,clear sky
405,Yulara,AU,-25.2406,130.9889,75.04,31,40,5.75,scattered clouds
406,Wewak,PG,-3.5534,143.6268,84.34,73,10,7.87,clear sky
407,Hanna,CA,51.6334,-111.9018,63.88,66,96,1.99,overcast clouds
408,Luza,RU,60.6308,47.2512,54.25,63,6,6.8,clear sky
409,Bandarbeyla,SO,9.4942,50.8122,80.29,55,58,27.94,broken clouds
410,Gat,IL,31.61,34.7642,77.92,100,0,3.02,clear sky
411,Tres Coracoes,BR,-21.6969,-45.2533,56.17,47,0,2.13,clear sky
412,Margate,GB,51.3813,1.3862,64.04,90,100,4.0,overcast clouds
413,Madison,US,34.7334,-86.5667,78.51,95,1,1.99,clear sky
414,Nabire,ID,-3.3667,135.4833,87.44,62,92,5.1,overcast clouds
415,Ixtapa,MX,20.7,-105.2,78.22,92,54,4.0,broken clouds
416,Sandpoint,US,48.2766,-116.5533,76.44,61,1,0.0,clear sky
417,La Rioja,ES,42.25,-2.5,57.04,94,79,2.8,broken clouds
418,Westport,US,41.1415,-73.3579,76.86,85,40,1.01,light rain
419,Korla,CN,41.7597,86.1469,95.95,13,7,8.55,clear sky
420,Benguela,AO,-12.5763,13.4055,68.14,87,43,1.25,scattered clouds
421,Dhar,IN,22.6,75.3,75.27,87,100,14.72,overcast clouds
422,Sofiyivka,UA,48.0493,33.8746,71.76,57,2,5.64,clear sky
423,Sarakhs,IR,36.5449,61.1577,88.36,14,0,11.3,clear sky
424,Kismayo,SO,-0.3582,42.5454,76.55,79,90,18.39,overcast clouds
425,Camacha,PT,33.0833,-16.3333,68.76,78,75,12.66,broken clouds
426,Pisco,PE,-13.7,-76.2167,62.02,82,3,0.87,clear sky
427,Birao,CF,10.2849,22.7882,69.57,96,100,4.07,overcast clouds
428,Chapais,CA,49.7834,-74.8492,46.36,74,63,3.38,broken clouds
429,Pundaguitan,PH,6.3711,126.1689,84.94,74,57,16.2,broken clouds
430,Jaisalmer,IN,26.9147,70.9181,83.88,68,100,23.58,overcast clouds
431,Makakilo City,US,21.3469,-158.0858,82.72,62,1,8.05,clear sky
432,Havre,FR,49.5833,0.3333,58.77,94,75,16.11,broken clouds
433,Monrovia,LR,6.3005,-10.7969,76.39,79,100,9.66,overcast clouds
434,Wajir,KE,1.7471,40.0573,71.8,72,100,15.17,overcast clouds
435,Banjarmasin,ID,-3.3244,114.591,87.94,43,58,3.58,broken clouds
436,Port Hedland,AU,-20.3167,118.5667,84.25,42,31,6.91,scattered clouds
437,Dicabisagan,PH,17.0818,122.4157,91.81,59,97,5.28,overcast clouds
438,Sukhumi,GE,43.0033,41.0153,72.34,80,6,7.14,clear sky
439,New London,US,41.4834,-72.0662,71.35,82,75,0.0,light rain
440,Qasigiannguit,GL,68.8193,-51.1922,53.85,82,98,7.87,overcast clouds
441,Alyangula,AU,-13.8483,136.4192,79.52,66,56,6.13,broken clouds
442,Balabac,PH,7.9868,117.0645,87.04,69,97,15.41,overcast clouds
443,Salme,NP,28.0369,85.0942,75.49,77,94,3.76,overcast clouds
444,Ahipara,NZ,-35.1667,173.1667,59.38,80,51,7.72,broken clouds
445,Zhigansk,RU,66.7697,123.3711,66.58,49,47,7.81,scattered clouds
446,Turka,UA,49.1541,23.0297,67.15,90,15,5.26,few clouds
447,Enumclaw,US,47.2043,-121.9915,75.45,63,100,1.99,overcast clouds
448,Juneau,US,58.3019,-134.4197,60.8,84,90,8.05,light rain
449,Leiyang,CN,26.4024,112.8591,93.31,50,30,6.58,scattered clouds
450,Kupang,ID,-10.1667,123.5833,87.12,49,23,11.25,few clouds
451,Pizarro,CO,4.9533,-77.366,76.64,87,100,2.73,overcast clouds
452,Brae,GB,60.3964,-1.353,55.31,95,81,7.49,broken clouds
453,Yatou,CN,37.15,122.3833,85.66,59,100,8.99,overcast clouds
454,Almora,IN,29.6167,79.6667,73.02,86,99,1.66,light rain
455,Gawler,AU,-34.6,138.7333,58.55,80,49,18.19,scattered clouds
456,Zhongshu,CN,24.5167,103.7667,78.15,61,29,3.18,scattered clouds
457,Husavik,IS,66.0449,-17.3389,49.62,99,100,9.28,overcast clouds
458,Manado,ID,1.487,124.8455,93.97,49,20,8.05,few clouds
459,Salinopolis,BR,-0.6136,-47.3561,78.71,82,91,9.15,overcast clouds
460,Nardo,IT,40.1751,18.0297,79.97,58,0,1.95,clear sky
461,Colac,AU,-38.3333,143.5833,50.63,86,100,18.28,light rain
462,La Ronge,CA,55.1001,-105.2842,63.48,63,47,4.68,scattered clouds
463,Yerbogachen,RU,61.2767,108.0108,86.68,32,2,11.03,clear sky
464,Victoria,HK,22.2855,114.1577,95.97,80,99,1.99,overcast clouds
465,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,83,90,17.27,overcast clouds
466,Iralaya,HN,15.0,-83.2333,77.77,89,100,7.36,overcast clouds
467,Kibaya,TZ,-5.3,36.5667,50.05,69,4,2.8,clear sky
468,Blagoyevo,RU,63.3667,47.9167,49.53,67,79,7.83,broken clouds
469,Pavlogradka,RU,54.2024,73.5592,66.79,54,95,8.12,overcast clouds
470,Deputatskiy,RU,69.3,139.9,42.66,71,99,4.83,overcast clouds
471,Kloulklubed,PW,7.0419,134.2556,82.9,77,89,12.1,overcast clouds
472,Egvekinot,RU,66.3167,-179.1667,39.51,90,100,11.39,moderate rain
473,The Valley,AI,18.217,-63.0578,81.82,76,1,20.09,clear sky
474,Half Moon Bay,US,37.4636,-122.4286,76.32,82,1,9.22,clear sky
475,Nanlong,CN,31.3533,106.0631,87.1,63,5,3.47,clear sky
476,Krasnoselkup,RU,65.7,82.4667,54.37,67,97,5.19,overcast clouds
477,Kinsale,IE,51.7075,-8.5306,54.77,87,75,6.91,broken clouds
478,Hobyo,SO,5.3505,48.5268,76.75,77,99,19.42,overcast clouds
479,Sept-Iles,CA,50.2001,-66.3821,59.05,75,90,3.0,overcast clouds
480,Gannan,CN,47.9147,123.5031,80.02,63,49,6.2,scattered clouds
481,Vila,PT,42.0304,-8.1588,52.68,86,8,5.19,clear sky
482,Puerto El Triunfo,SV,13.2833,-88.55,80.76,95,100,5.23,overcast clouds
483,San Francisco,US,37.7749,-122.4194,76.39,89,20,1.01,few clouds
484,Mattru,SL,7.6244,-11.8332,72.57,97,100,2.55,overcast clouds
485,Novoorsk,RU,51.381,58.9813,71.26,38,6,8.79,clear sky
486,Killybegs,IE,54.6333,-8.45,53.46,88,84,5.23,light rain
487,Akyab,MM,20.15,92.9,80.13,90,100,14.52,heavy intensity rain
488,Coahuayana,MX,18.7333,-103.6833,78.06,93,99,2.73,overcast clouds
489,Kalmunai,LK,7.4167,81.8167,87.13,57,100,3.6,overcast clouds
490,Mandera,KE,3.9366,41.867,74.37,65,99,16.06,overcast clouds
491,Lukiv,UA,51.0521,25.4006,67.17,91,51,5.44,broken clouds
492,Vao,NC,-22.6667,167.4833,68.67,61,26,15.23,scattered clouds
493,Gilbues,BR,-9.8317,-45.3439,67.73,43,1,3.87,clear sky
494,Jacareacanga,BR,-6.2222,-57.7528,73.06,52,7,1.19,clear sky
495,Magan,ES,39.9683,-3.931,76.46,37,2,2.84,clear sky
496,Paita,PE,-5.0892,-81.1144,67.8,85,51,12.1,broken clouds
497,Koumac,NC,-20.5667,164.2833,73.29,55,0,5.32,clear sky
498,Sandovo,RU,58.4602,36.4128,65.01,69,31,5.61,scattered clouds
499,Codrington,AU,-38.2667,141.9667,48.6,79,96,23.17,overcast clouds
500,Buin,CL,-33.7333,-70.75,50.74,36,0,3.96,clear sky
501,Salta,AR,-24.7859,-65.4117,43.57,75,94,1.01,overcast clouds
502,Srednekolymsk,RU,67.45,153.6833,38.26,97,100,8.59,light rain
503,Sovetskiy,RU,61.3614,63.5842,48.0,77,96,6.29,overcast clouds
504,Shelburne,CA,44.0787,-80.2041,63.55,70,1,5.23,clear sky
505,Almansa,ES,38.8692,-1.0971,68.09,73,0,2.3,clear sky
506,Bacolod,PH,10.6667,122.95,85.84,70,67,18.25,broken clouds
507,Homer,US,59.6425,-151.5483,68.07,69,1,12.66,clear sky
508,Columbus,US,39.9612,-82.9988,74.32,86,1,0.0,clear sky
509,Bolitoc,PH,15.7395,119.8769,83.16,86,92,15.68,moderate rain
510,Matara,LK,5.9485,80.5353,82.36,80,96,11.77,overcast clouds
511,Saldanha,ZA,-33.0117,17.9442,55.51,64,100,6.15,overcast clouds
512,Lichinga,MZ,-13.3128,35.2406,45.66,95,33,4.7,scattered clouds
513,Idrinskoye,RU,54.3708,92.1358,60.87,82,100,5.68,light rain
514,Cockburn Town,TC,21.4612,-71.1419,81.66,76,29,17.76,scattered clouds
515,Goderich,CA,43.7501,-81.7165,66.9,74,0,5.97,clear sky
516,Fonte Boa,BR,-2.4959,-66.2662,74.48,83,33,0.25,scattered clouds
517,Oudtshoorn,ZA,-33.5907,22.2014,47.23,92,53,1.72,broken clouds
518,Abrau-Dyurso,RU,44.69,37.59,63.86,61,0,14.99,clear sky
519,Tuckahoe,US,37.5901,-77.5564,77.76,87,1,0.0,clear sky
520,Kaliua,TZ,-5.0606,31.7936,57.0,49,9,5.26,clear sky
521,Belle Fourche,US,44.6714,-103.8522,95.65,16,27,11.92,scattered clouds
522,Tabou,CI,4.423,-7.3528,76.33,75,100,8.77,overcast clouds
523,Bowen,AU,-20.0167,148.2333,73.94,57,24,8.7,few clouds
524,Riviere-Au-Renard,CA,48.9957,-64.3971,55.65,84,7,11.5,clear sky
525,Hisar,IN,29.1667,75.7167,80.51,89,100,3.85,heavy intensity rain
526,Hermosillo,MX,29.0667,-110.9667,85.91,54,90,0.0,overcast clouds
527,Tacuarembo,UY,-31.7333,-55.9833,37.22,72,4,9.24,clear sky
528,Birjand,IR,32.8663,59.2211,76.6,14,0,25.86,clear sky
529,Perbaungan,ID,3.5679,98.956,87.91,61,80,3.22,broken clouds
530,Dubbo,AU,-32.25,148.6167,60.93,51,40,14.97,scattered clouds
531,Hovd,MN,48.0056,91.6419,76.69,28,0,6.04,clear sky
532,Taoudenni,ML,22.6783,-3.9836,95.92,14,68,9.78,broken clouds
533,Kushima,JP,31.4583,131.2333,87.35,56,2,7.25,clear sky
534,Astana,KZ,51.1801,71.446,66.15,39,0,6.71,clear sky
535,Sao Filipe,CV,14.8961,-24.4956,73.76,82,8,7.76,clear sky
536,Lubao,PH,14.9167,120.55,79.14,80,100,15.21,moderate rain
537,Northam,GB,51.0333,-4.2167,60.3,94,24,7.67,few clouds
538,Parana,AR,-31.732,-60.5238,43.57,59,94,10.51,overcast clouds
539,Lavrentiya,RU,65.5833,-171.0,43.81,99,100,9.55,moderate rain
540,Salinas,US,36.6777,-121.6555,72.45,81,20,11.5,few clouds
541,Madang,PG,-5.2246,145.7966,84.99,67,55,6.44,broken clouds
542,Roma,US,43.2128,-75.4557,66.65,88,90,6.91,overcast clouds
543,Cayenne,GF,4.9333,-52.3333,81.09,83,0,1.01,clear sky
544,Mvuma,ZW,-19.2792,30.5283,42.03,93,0,3.76,clear sky
545,Langen,DE,49.9933,8.6728,61.63,96,40,5.99,mist
546,Memphis,US,35.1495,-90.049,82.17,84,1,0.0,clear sky
547,Hare Bay,CA,48.8499,-54.0148,67.19,91,100,8.88,overcast clouds
548,Prescott,US,34.54,-112.4685,73.96,62,1,5.75,clear sky
549,Grand Gaube,MU,-20.0064,57.6608,68.38,90,91,8.99,moderate rain
550,Bayan,CN,46.0833,127.4,85.91,64,78,7.7,broken clouds
551,Palauig,PH,15.435,119.9045,82.26,87,100,13.85,moderate rain
552,Belomorsk,RU,64.5232,34.7668,62.96,61,72,7.58,broken clouds
553,Tazovskiy,RU,67.4667,78.7,47.97,74,98,5.75,overcast clouds
554,Izumo,JP,35.3667,132.7667,85.32,58,16,7.81,few clouds
555,Roebourne,AU,-20.7833,117.1333,79.43,46,11,6.08,few clouds
556,Raga,SS,8.4596,25.678,69.19,97,99,3.65,overcast clouds
557,Bograd,RU,54.2344,90.8328,56.95,68,100,9.66,overcast clouds
558,Butajira,ET,8.1167,38.3667,57.88,93,98,1.99,overcast clouds
559,Quatre Cocos,MU,-20.2078,57.7625,68.09,89,98,20.15,moderate rain
560,Karratha,AU,-20.7377,116.8463,78.28,48,17,8.46,few clouds
561,Karpathos,GR,35.507,27.2132,80.56,69,20,23.02,few clouds
562,Nantucket,US,41.2835,-70.0995,70.02,88,17,11.14,few clouds
563,Esna,EG,25.2934,32.554,85.3,21,97,13.49,overcast clouds
564,Biltine,TD,14.5333,20.9167,79.29,65,100,3.11,overcast clouds
565,Amapa,BR,1.0,-52.0,70.02,99,7,2.06,clear sky
566,Magomeni,TZ,-6.8,39.25,68.27,88,2,5.3,clear sky
567,Halifax,CA,44.6453,-63.5724,64.49,92,89,4.5,overcast clouds
568,Waingapu,ID,-9.6567,120.2641,87.28,54,21,17.2,few clouds
569,Khromtau,KZ,50.2503,58.4347,69.4,35,100,4.09,overcast clouds
570,Fairbanks,US,64.8378,-147.7164,60.1,91,90,3.44,light rain
571,Lata,PT,40.1629,-8.3327,62.92,97,28,2.62,scattered clouds
572,Rumoi,JP,43.9344,141.6428,86.47,53,1,4.56,clear sky
573,Kruisfontein,ZA,-34.0033,24.7314,52.88,85,23,10.36,few clouds
574,Wad Rawah,SD,15.1603,33.1397,78.3,72,53,13.38,broken clouds
575,Putina,PE,-15.4667,-69.4333,40.51,77,18,5.26,few clouds
576,Catuday,PH,16.2923,119.8062,82.09,82,100,20.98,moderate rain
577,Garowe,SO,8.4054,48.4845,73.63,67,100,26.62,overcast clouds
578,Belousovka,KZ,50.1339,82.5239,67.05,60,0,2.24,clear sky
579,Denham Springs,US,30.4869,-90.9562,80.85,94,39,4.9,scattered clouds
580,Sipe Sipe,BO,-17.45,-66.3833,56.75,76,23,6.6,few clouds
581,Kyaikkami,MM,16.08,97.5675,82.33,82,100,11.61,light rain
582,Teguldet,RU,57.3064,88.1667,64.8,54,92,2.3,overcast clouds
583,Thunder Bay,CA,48.4001,-89.3168,57.56,82,25,3.13,scattered clouds
584,Polovinnoye,RU,54.7914,65.9864,63.1,63,54,11.41,broken clouds
585,Lakes Entrance,AU,-37.8811,147.981,65.17,50,37,13.69,scattered clouds
586,Altay,CN,47.8667,88.1167,75.04,34,0,9.62,clear sky
587,Suez,EG,29.9737,32.5263,75.58,69,0,7.9,clear sky
588,Champerico,GT,14.3,-91.9167,81.72,77,18,1.45,few clouds
589,Port Antonio,JM,18.18,-76.4612,75.9,80,100,4.76,overcast clouds
590,Jijiga,ET,9.35,42.8,59.25,88,100,17.94,overcast clouds
591,Varpalota,HU,47.1994,18.1395,74.91,60,8,5.79,clear sky
592,Capanema,BR,-1.1958,-47.1808,72.03,97,76,2.77,broken clouds
593,Gaurela,IN,22.75,81.9,73.58,92,100,6.29,overcast clouds
594,Avera,US,33.194,-82.5271,82.27,73,91,5.75,overcast clouds
595,Gwanda,ZW,-20.9333,29.0,45.64,89,0,4.21,clear sky
596,Kenai,US,60.5544,-151.2583,68.02,72,1,23.02,clear sky
597,Magadi,IN,12.9667,77.2333,78.76,72,100,17.02,overcast clouds
598,Buraydah,SA,26.326,43.975,93.2,16,24,10.18,few clouds
599,Nouadhibou,MR,20.931,-17.0347,68.04,92,13,23.69,few clouds
600,Ahuimanu,US,21.4447,-157.8378,83.91,67,75,10.36,light rain
601,Lingyuan,CN,41.24,119.4011,77.47,77,100,2.1,overcast clouds
602,Yambio,SS,4.5721,28.3955,66.43,96,99,1.48,overcast clouds
603,Sembabule,UG,-0.0772,31.4567,66.2,51,98,1.88,overcast clouds
604,Hofn,IS,64.2539,-15.2082,53.94,83,100,6.78,overcast clouds
605,Padang,ID,-0.9492,100.3543,83.8,74,73,4.63,broken clouds
606,Havre-Saint-Pierre,CA,50.2334,-63.5986,56.07,92,54,3.6,broken clouds
607,Toora-Khem,RU,52.4675,96.11,62.69,93,100,1.9,light rain
608,Gombong,ID,-7.6072,109.5142,88.83,60,54,8.95,broken clouds
609,Adre,TD,13.4667,22.2,72.01,86,100,4.94,overcast clouds
610,Fort Nelson,CA,58.8053,-122.7002,55.63,93,98,2.37,overcast clouds
611,Kantang,TH,7.4054,99.5156,83.95,82,47,11.88,scattered clouds
612,Sohbatpur,PK,28.5202,68.5434,93.09,51,74,12.28,broken clouds
613,Isiolo,KE,0.3546,37.5822,63.86,70,83,7.27,broken clouds
614,Kuressaare,EE,58.2481,22.5039,69.94,92,75,4.0,broken clouds
615,Pangai,TO,-19.8,-174.35,72.27,84,100,15.21,light rain
616,Touros,BR,-5.1989,-35.4608,74.3,89,12,11.18,few clouds
617,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,41.25,30,0,3.22,clear sky
618,Victor Harbor,AU,-35.5667,138.6167,58.71,65,8,3.0,clear sky
619,Houma,US,29.5958,-90.7195,84.0,84,2,1.99,clear sky
620,Copiapo,CL,-27.3667,-70.3333,49.69,63,0,0.83,clear sky
621,Youghal,IE,51.95,-7.8506,57.02,87,53,9.35,broken clouds
622,Letlhakane,BW,-21.4167,25.5833,44.82,70,0,8.25,clear sky
623,Lobo,PH,13.6481,121.2112,87.94,72,100,8.63,overcast clouds
624,Coquimbo,CL,-29.9533,-71.3436,47.93,93,0,5.75,clear sky
625,Mildura,AU,-34.2,142.15,64.36,39,75,19.57,broken clouds
626,Robertsport,LR,6.7533,-11.3686,77.27,79,100,12.57,overcast clouds
627,Asaba,NG,6.2006,6.7338,69.51,96,74,2.55,broken clouds
628,West Bay,KY,19.3667,-81.4167,82.11,77,100,14.99,overcast clouds
629,Clearlake,US,38.9582,-122.6264,75.24,37,5,1.36,clear sky
630,Alice Town,BS,25.7167,-79.3,84.06,71,19,8.61,few clouds
631,Nalut,LY,30.3333,10.85,74.8,49,0,15.48,clear sky
632,Shingu,JP,33.7333,135.9833,85.91,55,99,1.45,overcast clouds
633,Rudesheim,DE,49.85,7.8167,61.52,88,88,4.81,overcast clouds
634,Burnie,AU,-41.0667,145.9167,50.68,81,98,20.71,overcast clouds
635,Noyabrsk,RU,63.1994,75.4507,55.74,89,82,9.95,light rain
636,Duekoue,CI,6.7472,-7.3496,69.66,99,100,3.18,light rain
637,Port Blair,IN,11.6667,92.75,82.87,82,100,19.91,overcast clouds
638,Teluk Nibung,ID,3.001,99.8164,86.52,63,80,5.39,broken clouds
639,Aktau,KZ,43.65,51.2,66.78,32,100,10.09,overcast clouds
640,Laramie,US,41.3114,-105.5911,73.09,36,1,4.0,clear sky
641,Adilabad,IN,19.6667,78.5333,77.43,80,100,13.15,overcast clouds
642,Flin Flon,CA,54.7682,-101.865,62.6,69,14,5.19,few clouds
643,Aklavik,CA,68.2191,-135.0107,60.12,73,99,11.61,overcast clouds
644,Auki,SB,-8.7676,160.7034,85.46,60,79,2.59,broken clouds
645,Marawi,PH,7.9986,124.2928,82.65,53,93,8.43,overcast clouds
646,Ostrovnoy,RU,68.0531,39.5131,45.95,95,100,5.91,overcast clouds
647,Acajutla,SV,13.5928,-89.8275,78.8,83,95,3.49,light rain
648,Bay City,US,43.5945,-83.8889,72.95,88,1,6.91,clear sky
649,Mangan,IN,27.5167,88.5333,86.34,69,39,5.57,scattered clouds
650,Vagur,FO,61.4732,-6.8119,51.55,92,100,7.99,overcast clouds
651,Georgiyevka,KZ,43.0369,74.7114,75.24,38,0,4.47,clear sky
652,Funtua,NG,11.5233,7.3081,65.48,98,97,6.78,overcast clouds
653,Maralal,KE,1.0968,36.698,56.26,81,70,2.37,broken clouds
654,Shwebo,MM,22.5667,95.7,75.51,93,100,8.46,overcast clouds
655,Kabalo,CD,-6.05,26.9167,67.24,44,5,4.47,clear sky
656,Hoquiam,US,46.9809,-123.8893,71.06,44,1,8.05,clear sky
657,Ornskoldsvik,SE,63.2909,18.7153,63.55,72,20,3.44,few clouds
658,Lukovetskiy,RU,64.2956,41.9211,53.58,63,20,5.61,few clouds
659,Moose Factory,CA,51.2585,-80.6094,50.29,71,8,4.21,clear sky
660,Garissa,KE,-0.4536,39.6401,71.65,74,69,15.73,broken clouds
661,Qandala,SO,11.472,49.8728,86.25,50,75,10.76,broken clouds
662,Porto Real,BR,-22.4197,-44.2903,61.45,56,0,0.63,clear sky
663,Sauda,NO,59.6506,6.3542,63.68,85,100,3.15,overcast clouds
664,Jambi,ID,-1.6,103.6167,86.31,50,100,5.7,overcast clouds
665,Tsiroanomandidy,MG,-18.7667,46.0333,51.84,80,0,2.68,clear sky
666,Tongling,CN,30.95,117.7833,81.9,87,100,13.98,overcast clouds
667,Leh,IN,34.1667,77.5833,67.42,44,99,0.98,overcast clouds
668,Tolaga Bay,NZ,-38.3667,178.3,55.96,61,1,8.75,clear sky
669,Jalu,LY,29.0331,21.5482,78.96,46,0,5.68,clear sky
670,Xushan,CN,30.1764,121.2457,85.86,79,99,16.84,overcast clouds
671,Aripuana,BR,-9.1667,-60.6333,75.67,51,75,1.05,broken clouds
672,Isiro,CD,2.7739,27.616,64.0,99,78,0.89,broken clouds
673,San Cristobal,VE,7.7669,-72.225,65.19,95,68,1.45,broken clouds
674,Ambon,ID,-3.6954,128.1814,82.54,83,40,1.14,scattered clouds
675,Balclutha,NZ,-46.2339,169.75,52.61,60,65,0.13,broken clouds
676,Najran,SA,17.4924,44.1277,80.53,55,18,8.95,few clouds
677,Butembo,CD,0.15,29.2833,57.4,88,81,1.79,broken clouds
678,Alice Springs,AU,-23.7,133.8833,76.55,21,90,11.99,overcast clouds
679,Mardin,TR,37.3131,40.7436,79.86,28,0,23.02,clear sky
680,Bosaso,SO,11.2842,49.1816,86.52,46,83,28.12,broken clouds
681,Plastun,RU,44.7561,136.2939,82.26,57,16,6.6,few clouds
682,Bauchi,NG,10.5,10.0,68.34,95,100,2.26,light rain
683,Srandakan,ID,-7.9386,110.2506,82.78,66,49,13.58,scattered clouds
684,Paoua,CF,7.2427,16.4406,67.42,91,100,1.12,overcast clouds
685,Gondar,ET,12.6,37.4667,57.42,96,100,0.85,overcast clouds
686,Landeck,AT,47.1301,10.5636,59.07,93,57,3.53,broken clouds
687,Bubaque,GW,11.2833,-15.8333,79.83,82,100,9.57,light rain
688,Florence,IT,43.7667,11.25,74.35,80,20,4.61,few clouds
689,Te Anau,NZ,-45.4167,167.7167,51.4,75,91,3.38,overcast clouds
690,Mizdah,LY,31.4451,12.9801,65.93,86,0,7.11,clear sky
691,Charlottesville,US,38.0293,-78.4767,79.48,84,1,3.0,clear sky
692,Gouyave,GD,12.1646,-61.7296,79.57,83,20,8.05,few clouds
693,Xiaoshi,CN,41.2971,124.1209,98.26,43,71,2.08,broken clouds
